knf_00557_01097230618	ಪರ್ವತಗಳು ವಾಯುವಿಗನುಗುಣವಾಗಿ ಕಂಪಿಸುವುವು.
knf_05820_02074211993	ರೋಮನ್ ಅಂಕಿಗಳು ಬಹು ಪ್ರಾಚೀನ ಕಾಲದಿಂದಲೂ ಬಳಕೆಯಲ್ಲಿದ್ದು
knf_02049_01436002949	ವಿವಿಧ ರಾಷ್ಟ್ರಗಳ ನಡುವಿನ ಲೇಣೆ, ದೇಣೆ ವ್ಯವಹಾರಗಳ ಸಾಗಣೆಗೆ ವಿಶೇಷ ಏರ್ಪಾಡುಗಳು ಆವಶ್ಯಕ.
knf_09696_00664692722	ಕ್ರಿಷ್ತಶಕ 3ನೆಯ ಶತಮಾನದಲ್ಲಿ ಈ ಅಂಕಿಗಳು ಬಳಕೆಯಲ್ಲಿದ್ದರೂ ಆ ಕಾಲಕ್ಕಿಂತ ಇವು ಎಷ್ಟು ಹಿಂದಿನವು ಎಂದು ಹೇಳಲು ಆಧಾರಗಳು ದೊರಕಿಲ್ಲ.
knf_09123_00074995090	ವಿಶ್ವದಲ್ಲಿರುವುದೆಲ್ಲವೂ ಇವನ ಆಳ್ವಿಕೆಗೊಳಪಟ್ಟಿವೆ
knf_03271_01464762941	ಅಂಗೋಲ ಆಫ್ರಿಕವೇ ಹೆಚ್ಚು ತೈಲೋತ್ಪಾದನೆ ಮಾಡುವ ದೇಶ.
knf_00001_01292051003	ಅಗದಿರ್ ಘಟನೆ
knf_02173_01302145834	ರೈಲಿನಲ್ಲಿ ಪ್ರಯಾಣಿಸಿ
knf_06123_01115579424	ಇದಕ್ಕೆ ತೀರ ಹತ್ತಿರ ಸಂಬಂಧದ ಸಸ್ಯಶಾಸ್ತ್ರಗಳ ರಚನೆಯ ಕ್ಷೇತ್ರವನ್ನು ಸಸ್ಯಗಳು ಮತ್ತು ಸಸ್ಯಶಾಸ್ತ್ರದಲ್ಲಿ ಕೊಟ್ಟಿದೆ.
knf_01779_00376854881	ದೀಪಾವಳಿ ಹಬ್ಬದ ರಾತ್ರಿಗಳಲ್ಲಿ ಮಾತ್ರ ತಂಡ ಕಟ್ಟಬೇಕು.
knf_03271_00399068828	ಈಗ ಇರುವ ಅಂಟುಗಳು ಗಾಜು ಸಹಿತವಾಗಿರುತ್ತದೆ
knf_00254_01776848842	ಕೋಟೆಯ ಹೊರಭಾಗ ಪಾಳು ಬಿದ್ದಿದೆ.
knf_08476_01098847564	ಬಳಸುವ ಮುಂಚೆ ಅವೆರಡನ್ನೂ ಬೆರೆಸಬೇಕು
knf_01493_00551095950	ಆಸಕ್ತರಿಗೆ ಇಂಥ ಚೀಟಿಗಳನ್ನು ಮಾರುವುದಕ್ಕೇ ಅನೇಕ ಸಂಸ್ಥೆಗಳಿವೆ.
knf_01779_01232591653	ದೇವತೆಗಳಿಗೂ ಇವನು ಆತ್ಮನಾಗಿದ್ದಾನೆ.
knf_00001_01496157826	ಒಂದು ವೇಳೆ
knf_03467_01995918723	ಶಾಸನಸಭೆಯಲ್ಲಿ ಅಹವಾಲು ಸಲ್ಲಿಸಿದವು.
knf_01796_01241959367	ಆದರೂ ನ್ಯಾಯಾಲಯವು ಈ ಅರ್ಜಿಯು ಸ್ವೀಕರಿಸಲು ಸೂಕ್ತ ಎನ್ನುವುದನ್ನು ಘೋಷಿಸಿತು.
knf_03755_02099789214	ಸಸ್ಯಗಳಲ್ಲಿ ಹೂ ಮುಖ್ಯ
knf_07598_00390296956	ಆಸ್ಟ್ರೇಲಿಯಾ
knf_07345_00953426962	ಆದ್ದರಿಂದ ಪರಕೀಯ ನೌಕಾಬಲ ಭೂಮಿಯಿಂದ 1500 ಮೀಟರ್ ಗಳ ಒಳಗೆ ಪ್ರವೇಶಿಸದಂತೆ ಪ್ರತಿಬಂಧಿಸುವ ಹಕ್ಕು ಪ್ರತಿಯೊಂದು ರಾಷ್ಟ್ರಕ್ಕೂ ಇದೆ.
knf_01796_00479853402	ಮನೆಯ ಒಡತಿ ದೀಪಕ್ಕೆ ಎಣ್ಣೆ ಎರೆದು
knf_01493_00390750222	ರಾಷ್ಟ್ರಗಳ ಆಧುನಿಕ ಆರ್ಥಿಕಾಭಿವೃದ್ಧಿಯಲ್ಲಿ ವಿದೇಶೀ ಬಂಡವಾಳದ ಮತ್ತು ತಾಂತ್ರಿಕ ಸಹಾಯದ ಪಾತ್ರ ಯಾವತ್ತೂ ಮಹತ್ವಪುರ್ಣವಾದುದಾಗಿದೆ.
knf_03271_00737720506	ಒಂದು ಸ್ಕೋರಿಂಗ್ ಅಂಗೀಕೃತ ಪದ್ಧತಿಯಲ್ಲಿ ಸಹ ಸ್ವಯಂ ಮೌಲ್ಯಮಾಪನ
knf_00001_01011051044	ದೇಶೀಯ ಸಂಸ್ಥೆಗಳ ಬೆಳವಣಿಗೆ, ವಿದೇಶಿ ಮಾರುಕಟ್ಟೆಗಳಲ್ಲಿ ಸರಕುಗಳಿಗೆ ಬೇಡಿಕೆ ಸೃಷ್ಟಿಸಿ ಸಂಸ್ಥೆಗಳು ಬೆಳೆವಣಿಗೆಯಾಗುತ್ತವೆ.
knf_03574_00623279032	ಇತರ ವಸ್ತುಗಳಿಂದ ರಚಿತವಾದ ಕೆಲವು ಅಂಡಾಶ್ಮಗಳು ಅದರಲ್ಲೂ ಸಿಲಿಕಾಮಯ ಮತ್ತು ಡೋಲಮೆಟಿಕ್ ಅದಿರಗಳು
knf_05820_01408071055	ಇಂತಹ ವಸ್ತುಗಳು ಅವರ ಆಕಾಶ ಪೋಷಾಕನ್ನು ತೂತು ಮಾಡುವ ಮೂಲಕ ಒತ್ತಡವನ್ನು ತಗ್ಗಿಸಬಲ್ಲವು.
knf_07598_01830699017	ಇದರ ಅರ್ಥಗಳು ಕೆಳಗಿನಂತಿವೆ.
knf_05550_01467637362	ಈ ಸಂದರ್ಭದಲ್ಲಿ ಹಳೆಯ ಅಂತಾರಾಷ್ಟ್ರೀಯವನ್ನು ನ್ಯೂಯಾರ್ಕಿಗೆ ವರ್ಗಾಯಿಸಲಾಯಿತು.
knf_06123_00368887094	ಈ ಕಾರಣದಿಂದಲೇ ರಸಿಕೆಯಲ್ಲಿ ಅಂಟಣಿಕಗಳು ಇರುವುದನ್ನು ಗುರುತಿಸಲು ಅಂಟಣಿಕವನ್ನು ಬಳಸುವುದು.
knf_03755_00208324595	ಈ ರೀತಿಯ ಅಂತಸ್ಥಶಕ್ತಿಯು ಕಾಂತತ್ವ ಘಟನೆಯ ಪರಿಣಾಮದಿಂದ ಉಂಟಾಗುತ್ತದೆ
knf_03271_00467902810	ಸೋಂಕು ತಗುಲಿಯೋ ಬೇರೆ ಪ್ರತಿರಕ್ಷಣಾವಿಧಾನಗಳಿಂದಲೋ ರಕ್ಷಣೆ ಪಡೆದವರಲ್ಲಿ ಒಂದು ಗೊತ್ತಾದ ರೋಧವಸ್ತು ಹೆಚ್ಚಿರುವುದು.
knf_01493_00366021956	ಇದಕ್ಕಿಂತಲೂ ರಚನೆಯಲ್ಲಿ ಸ್ವಲ್ಪ ಸಂಕೀರ್ಣವಾದ ಮೊಟ್ಟೆಗಳೆಂದರೆ ಪಕ್ಷಿಗಳ ಮೊಟ್ಟೆಗಳು.
knf_03574_01023034536	ಅಣು ಅಂತಸ್ಥಶಕ್ತಿ ಎಂದರೆ ಪರಮಾಣು ಕೇಂದ್ರದ ಒಳಗಿನ ಅಣುಗಳ ಅಂತಸ್ಥಶಕ್ತಿಯಾಗಿದೆ.
knf_03574_00403914196	ವೈದ್ಯ ಗಟ್ಟಿಗನಾದರೆ ತನ್ನ ಬುದ್ಧಿಶಕ್ತಿಯಿಂದಲೇ ರೋಗದ ಚಿಹ್ನೆಗಳನ್ನು ಅರಿತು ಔಷಧ ಕೊಡುವುದರಿಂದ ರೋಗ ಗುಣವಾಗುತ್ತದೆ.
knf_03574_01900198826	ಪಂಪ್ ಮಾಡಿ ಶೇಖರಿಸಿದದ್ದನ್ನು ಸಹ ನೋಡಿ.
knf_05820_00407015355	ತೀರ ಪ್ರದೇಶದಲ್ಲಿ ತೆಂಗಿನ ಮರಗಳಿವೆ.
knf_09696_01590276734	ಅಂಕಿ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ ಪ್ರವೃತ್ತಿಯು ವಿವರಿಸುವುದೇನೆಂದರೆ
knf_03271_01480576239	ಈ ಹಣ್ಣಿನಿಂದ ಜಾಮ್ ತಯಾರಿಸುತ್ತಾರೆ
knf_00557_00288128368	ಕೈಗಾರಿಕೋದ್ಯಮಗಳಿಗೆ ಬೇಕಾದ ಅನುಕೂಲತೆಗೆ ಪ್ರಸ್ಥಭೂಮಿ ಪ್ರದೇಶದಲ್ಲಿ ವಿದ್ಯದುತ್ಪಾದನೆ ಭರದಿಂದ ಸಾಗಿದೆ.
knf_09696_00513377267	ಪ್ರಮುಖ ನಿರ್ಧಾರಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುವ ಸಂದರ್ಭಗಳಲ್ಲಿ ಶೇಖಡ 85 ನಷ್ಟು ಅಧಿಕ ಬಹುಮತ ಪಡೆಯಬೇಕಾಗುತ್ತದೆ.
knf_02173_00496526039	ಪಶ್ಚಿಮಕ್ಕೆ ಸಾಗಿ
knf_05820_01092177859	ಜೋಡಣೆಯು ಎರಡು ಸಾವಿರದ ಹನ್ನೊಂದರ ಹೊತ್ತಿಗೆ ಮುಕ್ತಾಯಗೊಳ್ಳಬಹುದೆಂದು ನಿರೀಕ್ಷಿಸಲಾಗಿದೆ.
knf_03467_02111847962	ಅಲ್ಲದೇ ಡೌಗ್ಲಾಸ್ ವೀಲಾಕ್‌ರವರು ಈ ಕಾರ್ಯಕ್ಕೆ ನೆರವಾದರು.
knf_03574_00255771986	ಕತ್ತಿನಲ್ಲಿರುವುವು ಹೃದಯವನ್ನು ಬಂಧಿಸಿ ಮೇಢ್ರದವರೆಗೂ ಹೋಗುತ್ತವೆ ಎಂಬುದನ್ನು ಒಪ್ಪುವಹಾಗಿಲ್ಲ.
knf_03755_01964176153	ಅಲ್ಲದೇ ಇದು ರಷ್ಯಕ್ಕೆ ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣದ ನ ಒಂದೂವರೆ ಪ್ರಮಾಣದಷ್ಟು ಸಿಬ್ಬಂದಿ ಪಡೆವ ಕಾಲಾವಧಿಯ ಹಕ್ಕನ್ನು ಒದಗಿಸಿದೆ.
knf_02049_00063489636	ಪ್ರಾಯೋಗಿಕವಾಗಿ ಅನುಭವಗಳನ್ನು ಉಂಟುಮಾಡುವ ಪ್ರಚೋದಕಗಳನ್ನು ನಿಯಂತ್ರಿಸಲು ಇಲ್ಲಿ ಉಪಕರಣಗಳ ಆವಶ್ಯಕತೆ ಕಂಡುಬಂದಿತು.
knf_01779_01200196192	ಆದರೂ ಇದನ್ನು ಕೇವಲ ಎರಡರಿಂದ ಐದುನಿಮಿಷಗಳ ಕಾಲಾವಧಿಯವರೆಗೆ ಮಾತ್ರ ನೋಡಬಹುದಾಗಿದೆ.
knf_00001_01562052657	ಪೇಟೆಯ ವ್ಯವಹಾರಗಳನ್ನು ಸ್ಥಿರಗೊಳಿಸುವ ಕಾರ್ಯಭಾರವೂ ಅಷ್ಟೇನೂ ಮುಖ್ಯವಲ್ಲ.
knf_05820_00586042530	ಕಾಡುಪಕ್ಷಿಗಳ ಗೂಡಿನಿಂದ ತಂದೋ ಪಕ್ಷಿಗಳನ್ನು ಸಾಕಿಯೋ ಮೊಟ್ಟೆ ಪಡೆದು ಅವುಗಳನ್ನು ಸೇವಿಸುತ್ತಿದ್ದ.
knf_05550_00118113014	ಸೇವೆಗಳ ಆಮದು ರಫ್ತು, ಅಗೋಚರ ಸೇವೆಗಳಿಗೆ ಸಂಬಂಧಿಸಿದೆ.
knf_09696_00665855567	ಅಮೇರಿಕವು ಕಾರ್ಮಿಕರಿಗೆ ಅವಶ್ಯವಾಗಿ ಬೇಕಾದಂತಹ ವಸ್ತುಗಳನ್ನು ಚೀನಾದಿಂದ ಆಮದುಮಾಡಿಕೊಳ್ಳುವುದು.
knf_07901_00760253300	ಆರ್ಥಿಕೋದ್ದೇಶಗಳಿಗಾಗಿ ಏರ್ಪಟ್ಟ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಂಘಗಳ ಇತಿಹಾಸ ಸುಮಾರು ಒಂದುನೂರು ವರ್ಷಗಳಿಂದ ಬೆಳೆದುಬಂದಿದೆ.
knf_09696_00169169675	ಭರ್ತಿಮಾಡುವ ಮೊದಲು 3 ಪ್ರತಿಶತ ಉಪ್ಪಿರುವ ನೀರನ್ನು ಮರಳಿಸಿ ಅದರಲ್ಲಿ ಅವುಗಳನ್ನು ಅದ್ದುತ್ತಾರೆ.
knf_01493_01330421223	ಕಬ್ಬಿಣ ಮತ್ತು ತಾಮ್ರ ಅಧಿಕ ಪ್ರಮಾಣದಲ್ಲಿ ದೊರಕುತ್ತವೆ.
knf_01493_00831077852	ಇದನ್ನು ಸಿಬ್ಬಂದಿಯ ಪರಿಭ್ರಮಣಕ್ಕಾಗಿ ಮತ್ತು ಆರು ತಿಂಗಳಿಗೊಮ್ಮೆ ಬದಲಾಯಿಸುವ ತುರ್ತು ವಿಸರ್ಜನೆಗಾಗಿ ಬಳಸಲಾಗುತ್ತದೆ.
knf_09696_01766603343	ವುಂಟನ ಶಿಷ್ಯರಲ್ಲೊಬ್ಬನಾದ ಟಿಚ್ನರ್ ಅಂತರವಲೋಕನ ವಿಧಾನವನ್ನು ಬಹಳ ಪ್ರಭಾವಂತವನ್ನಾಗಿ ಮಾಡಿದನು.
knf_09123_01723592053	ಗ್ರಂಥಾಲಯ ಹಾಗೂ ಮಾಹಿತಿ ಕೇಂದ್ರವು ಅತ್ಯುನ್ನತ ಡಿಜಿಟಲ್ ಗ್ರಂಥಾಲಯ ಮತ್ತು ಸಾವಿರಾರು ಎಲ್ಲ ವಿಭಾಗದ ಪುಸ್ತಕಗಳನ್ನು ಹೊಂದಿದೆ
knf_09696_01957542822	ಅಂಗಳದ ವ್ಯಾಪಾರಿಗೆ ಸಾಮಾನ್ಯವಾಗಿ ತನ್ನದೇ ಆದ ಕಾರ್ಯಾಲಯವಿರುವುದಿಲ್ಲ.
knf_03755_00670014484	ಸ್ವಲ್ಪ ಲಾಭ ಸಿಕ್ಕರೂ ಅವನು ಬಿಡುವುದಿಲ್ಲ.
knf_03467_00666952353	ಆಧುನಿಕ ಭಾರತದ ಪ್ರಭಾವ ಪಟ್ಟಣದ ಕೆಲವು ಕಡೆ ಕಂಡುಬರುತ್ತದೆ.
knf_01779_02116630540	ಭೂಮಿಯಿಂದ ಮುಂದೆ ಬಾಹ್ಯಾಕಾಶ ನೌಕೆಯನ್ನು ಚಲಾಯಿಸಲು ಈ ಅನುಭವದ ಅಗತ್ಯವಿರುತ್ತದೆ.
knf_00254_01476185454	ಅಂತರವಲೋಕನ ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಪ್ರಜ್ಞಾನುಭವದ ಸ್ವಯಂ ವೀಕ್ಷಣೆ.
knf_01493_01649379693	ಆ ಕಾರಣದಿಂದ ಅಂಕಿ ಸಂಖ್ಯಾಶಾಸ್ತ್ರವನ್ನು ಸತತವಾಗಿ ಮಾಧ್ಯಮ ಅಧ್ಯಯನದಲ್ಲಿನ ಕ್ಷೇತ್ರದಲ್ಲಿ ಉಪಯೋಗಿಸಲಾಗುತ್ತದೆ
knf_00557_02101316455	ಕ್ರಿಸ್ತನು ಪಶ್ಚಾತ್ತಾಪಕ್ಕೆ ಹೆಚ್ಚು ಮಹತ್ವವನ್ನು ಕೊಟ್ಟು ಪಾಪಕ್ಕೆ ಕ್ಷಮೆಯುಂಟೆಂದು ಬೋಧಿಸಿದ.
knf_03271_00152215713	ಇವುಗಳನ್ನು ತೇಲಿಹೋಗದಂತೆ ಅಯಸ್ಕಾಂತಗಳೊಂದಿಗೆ ತಟ್ಟೆಯಲ್ಲಿ ಜೋಡಿಸಲಾಗಿರುತ್ತದೆ.
knf_02173_01811175244	ಜಿ_letter ಪಿ_letter ಎಸ್_letter ಸಿಗ್ನಲ್ ಕಳೆದುಹೋಗಿದೆ
knf_02049_00049627484	ಇವೆರಡರಲ್ಲಿ ಕಾಣಬರುವ ವ್ಯತ್ಯಾಸಗಳು ಗಾತ್ರ ಅಥವಾ ಪ್ರಮಾಣಕ್ಕೆ ಸಂಬಂಧಿಸಿವೆಯೇ ಹೊರತು ಬೇರೆಬೇರೆ ವಿಧಗಳಿಗಲ್ಲ.
knf_07345_00546028161	ಐರ್ಲ್ಯಾಂಡ್ ನಲ್ಲಿ ಅಂತರಿಕ್ಷಯಾನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಶಿಕ್ಷಣವನ್ನು ಯೂನಿವರ್ಸಿಟಿ ಆಫ್ ಲಿಮೆರಿಕ್ ನಲ್ಲಿ ಕಲಿಯಬಹುದು.
knf_09123_01398769464	ಕಿಬ್ಬೊಟ್ಟೆಯ ಭಾಗದ ಅಂತರ್ಗತ ವಸ್ತುಗಳು ತೊಡೆಯೆಲುಬಿನ ನಾಳದ ಹಿಂಭಾಗದ ಗೋಡೆಯ ದುರ್ಬಲ ಪ್ರದೇಶದೊಳಗೆ ಹಾದುಹೋದಾಗ ತೊಡೆಯೆಲುಬಿನ ಅಂಡವಾಯುಗಳು ತೊಡೆಸಂದಿಯ ಮೂಳೆನಾರಿನ ಸ್ವಲ್ಪವೇ ಕೆಳಗಿನ ಭಾಗದಲ್ಲಿ ಉಂಟಾಗುತ್ತದೆ
knf_01493_00506873436	ಸಾಮಾನ್ಯವಾಗಿ
knf_08476_00596337099	ರೋಮನ್ ಚಕ್ರಾಧಿಪತ್ಯದ ಕಾಲದಲ್ಲಂತೂ ಈ ವ್ಯವಸ್ಥೆ ಬಹಳ ಸಮರ್ಪಕವಾಗಿತ್ತು
knf_02173_01238306218	ಸರಿಯಾದ ಎಡ ಕ್ಕೆ
knf_03574_01063821242	ಆಯಾ ದೇಶದ ನಾಣ್ಯದ ರೀತ್ಯಾ ಅಂಚೆ ಚೀಟಿಗಳು ಮುದ್ರಿತವಾಗಿರುತ್ತದೆ.
knf_03467_00252150188	ತಾನು ಮಾಡಿದ ಕಾರ್ಯ ಸಾರ್ಥಕವಾಯಿತು ಎಂಬ ತೃಪ್ತಿ ಬರಬೇಕಾದರೆ ಆ ಕಾರ್ಯವನ್ನು ಅಂತಃಶುದ್ಧಿಯಿಂದ ಮಾಡಬೇಕು.
knf_03271_00478088750	ಸಾಮ್ಯ ಅಂಟು ಚಿತ್ರಣದಂತಹ ಅತಿ ವಾಸ್ತವಿಕತೆಯ ಆಟಗಳು ಅಂಟು ಚಿತ್ರಣ ತಯಾರಿಕೆಯ ಸಂಚಿತ ಕೌಶಲ್ಯಗಳನ್ನು ಬಳಸುತ್ತವೆ.
knf_00254_00870434839	ಬೇಲೆಕೇರಿ
knf_00001_00568273527	ವ್ಯವಸಾಯ ಹದಿನೈದು ದಿನಗಳಲ್ಲಿ ಮುಗಿಯಬೇಕು.
knf_06123_00225598698	ಗಗನಯಾತ್ರೆಯ ಕಾಯಂ ಸಿಬ್ಬಂದಿ ಸದಸ್ಯರಿಗೆ ನಿಲ್ದಾಣವು ಸಿಬ್ಬಂದಿ ಕ್ವಾಟರ್ಸ್‌ಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ.
knf_01796_00681800315	ಅಂಗುಲ್ ಜಿಲ್ಲೆ ಒರಿಸ್ಸಾ ರಾಜ್ಯದ ಒಂದು ಜಿಲ್ಲೆ.
knf_01493_01164305497	ಮಳೆ ನೀರಿನ ಒಂದು ಭಾಗ ಜಿನುಗಿ ಸ್ಥಳೀಯ ಶಿಲೆಗಳಲ್ಲಿರುವ ರಚನೆಗಳನ್ನು ಆಧರಿಸಿ ಅಂತರ್ಜಲವಾಗಿ ಶೇಖರಣೆಯಾಗುತ್ತ ಹೋಗುತ್ತದೆ.
knf_02173_01702301784	ನಿಮ್ಮ ಗಮ್ಯಸ್ಥಾನ ಬಲಭಾಗದಲ್ಲಿರುತ್ತದೆ.
knf_05550_01756527131	ಸಂಹಿತೆಗಳಲ್ಲಿ ಹಳೆಯವು ಸುಶ್ರುತ
knf_00254_00545036289	ಆಗ ಅದನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಲಾಗಲಿಲ್ಲ.
knf_02173_01338750458	ಮೂರು ಕಿಲೋಮೀಟರ್‌ಗಳಲ್ಲಿ
knf_05550_00140494846	ಇದು ನಿಲ್ದಾಣಕ್ಕೆ ರಕ್ಷಾನೌಕೆಯ ಸೇವೆಯನ್ನು ಒದಗಿಸುತ್ತದೆ.
knf_00001_01068092084	ಆದಾಗ್ಯೂ
knf_08476_01260906072	ಮೊದಲನೆಯ ಗುಂಪಿಗೆ ಸೇರಿದ ಅಂಟುಗಳು ಆರಿದಾಗ ರಾಸಾಯನಿಕ ಬದಲಾವಣೆ ಹೊಂದಿ ದೃಢವಾಗುವುದು
knf_00254_01027968781	ಹುಟ್ಟುತ್ತಲೇ ಇವೆಲ್ಲ ಮೈಯಲ್ಲಿ ಇರುವುದರಿಂದ ಇವು ವಿಶಿಷ್ಟ ದರ್ಶಕಗಳು.
knf_05820_00803563869	ಅಂಟು ಚಿತ್ರಣ ಕಲೆಯ ಕೌಶಲ್ಯವನ್ನು ಮೊದಲನೆಯದಾಗಿ ಇನ್ನೂರು ಬಿ_letter ಸಿ_letter ಕಾಲಾವಧಿಯಲ್ಲಿ ಚೀನಾದಲ್ಲಿ ಕಾಗದದ ಆವಿಷ್ಕಾರದ ಸಂದರ್ಭದಲ್ಲಿ ಬಳಸಲಾಯಿತು.
knf_02049_00377093483	ಕೈಗಾರೀಕರಣ
knf_02049_00788995293	ಈ ಪರಿಶೀಲನಾ ಅಂಕಿಗಳನ್ನು ಏಕೈಕ ಪ್ರಮಾಣಿತ ವಿಧಾನದ ಪ್ರಕಾರ ಯಾವುದೇ ದೇಶದಲ್ಲಿ ಊರ್ಜಿತಗೊಳಿಸಬಹುದಾಗಿದೆ.
knf_07598_02138896786	ಅವರು ಪ್ರಕೃತಿಗಿಂತ ಹೆಚ್ಚು ಸ್ವತಂತ್ರರು.
knf_01779_01171015631	ಮಾರ್ಚ್ ಮೂವತ್ತೊಂದು
knf_05550_00500034256	ಬಸವಣ್ಣನವರ ವಚನ ಸದಾಚಾರವೇ ಅಂತಃಶುದ್ಧಿಯ ಅಡಿಗಲ್ಲೆಂಬ ವಿಷಯವನ್ನು ಸ್ಪಷ್ಟಪಡಿಸುತ್ತದೆ.
knf_02049_01622797463	ಪಶ್ಚಿಮ ಬಂಗಾಳ
knf_03271_00483539240	ಇವರಿಗೆ ಎರಡು ಸಾವಿರದ ನಾಲ್ಕರಲ್ಲಿ ರಲ್ಲಿ ಪದ್ಮ ಶ್ರೀ ಪ್ರಶಸ್ತಿಯೊಂದಿಗೆ ಗೌರವಿಸಲಾಯಿತು.
knf_06123_01428515149	ಸಾಕಷ್ಟು ಕುತೂಹಲಕರವಾಗಿದ್ದ ಅಂಶ
knf_00254_00212351543	ಇದರ ಫಲಿತಾಂಶವಾಗಿ ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣದ ನ ಮೇಲೆ ಪ್ಲ್ಯಾಸ್ಮ ನೋದನ ಎಂಜಿನ್ ಅನ್ನು ಪರೀಕ್ಷಿಸಲಾಯಿತು.
knf_00557_00427175769	ಗಗನಯಾತ್ರಿ
knf_03271_00043663445	ಉಳಿದ ಎಂಭತ್ತೈದು ಪ್ರತಿಶತ ಭೂಮಿ ಮಳೆಯನ್ನೇ ಅವಲಂಬಿಸಿದೆ.
knf_02049_00012998126	ಏಕೆಂದರೆ ಇದು ಸಂಸ್ಥೆಯ ಯಶಸ್ಸಿಗೆ ಸೃಷ್ಟಿಸುವ ಯೋಜನಾ ಪ್ರಾಮುಖ್ಯತೆಯಾಗುತ್ತದೆ.
knf_03271_00201972127	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಟ್ಟದಲ್ಲಿ ಒಂದು ತಂಡವನ್ನು ಪ್ರತಿನಿಧಿಸಲು ನಿವಾಸಿ ಮತ್ತು, ಅಥವಾ ರಾಷ್ಟ್ರೀಯತೆ ಅಗತ್ಯಗಳು ಇರುವುದು
knf_03271_00153387778	ಅಲ್ಲದೇ ಎಲ್ಲರೂ ನಿಲ್ದಾಣದ ಜೋಡಣೆ ಮತ್ತು ನಿರ್ವಹಣೆಯ ಕಡೆಗೆ ಗಮನ ಹರಿಸಿದ್ದರು.
knf_03755_00866517680	ಮಹಾಭಾರತದ ಕಾಲಕ್ಕೆ ಇದು ಕೌರವರ ರಾಜ್ಯದಲ್ಲಿ ಸೇರಿದ್ದು
knf_07901_02048783817	ಇಲ್ಲಿ ಖಂಡಾಂತರ ವಾಯುಗುಣವಿದೆ.
knf_00557_00532535804	ಸಮೀಕ್ಷೆಯಲ್ಲಿ ಒಟ್ಟಾರೆಯಾಗಿ ವಿಶ್ವ ವ್ಯಾಪಾರ ಸಂಸ್ಥೆ ಸೇರಿದಂತೆ ಎಲ್ಲ ಅಂತರರಾಷ್ಟ್ರೀಯ ಸಂಸ್ಥೆಗಳನ್ನು ಪರಿಗಣಿಸಲಾಗಿದೆ.
knf_09696_01536636758	ಕಂಡರಗಳು ಅಥವ ಟೆಂಡನ್ಸ್ 16, ಪಾದಗಳಲ್ಲಿ 4
knf_09696_00368200099	ಪ್ರಸ್ತುತ ಕಾಗದದ ಎಲೆಯ ಅಲಂಕರಣ ವಿಧಾನವು ಜನಪ್ರಿಯ ಕರಕುಶಲಕಲೆಯಾಗಿದೆ.
knf_05550_00117242176	ಅವರು ಕ್ಯಾಲಿಕಟ್ ವಿಶ್ವವಿದ್ಯಾನಿಯದಲ್ಲಿದ್ದರು.
knf_05820_01197549659	ವಿಮಾ ಕಂಪನಿಗಳು
knf_03755_01178130436	ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣ ಕಾರ್ಯಯೋಜನೆಯ ಭಾಗವಾಗಿರದ ಯುರೋಪಿನ ರಾಷ್ಟ್ರಗಳಿಗೆ ಮೂರುವರ್ಷಗಳ ಪರೀಕ್ಷಾ ಕಾಲಾವಧಿ
knf_07901_00315246614	ತಂಡದಲ್ಲಿ ಹತ್ತರಿಂದ ಐವತ್ತು ಜನರವರೆಗೂ ಇರುತ್ತಾರೆ.
knf_03467_00473987032	ಈ ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳಲ್ಲದೆ
knf_09696_00444262543	ಸಲಹಾ ಅಭಿಪ್ರಾಯವು ನ್ಯಾಯಾಲಯದ ಕಾರ್ಯಚಟುವಟಿಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ.ಇದು ವಿಶೇಷವಾಗಿ ಯುನೈಟೆಡ್ ನೇಶನ್ಸ್ ನ ಅಂಗಸಂಸ್ಥೆಗಳು ಮತ್ತು ಏಜೆನ್ಸಿಗಳಿಗೆ ಮುಕ್ತ ವಾಗಿರುತ್ತದೆ.
knf_02049_00850606109	ನಂತರದ ದಿನಗಳಲ್ಲಿ ಆಸಕ್ತ ಖಾಸಗಿ ಸಂಸ್ಥೆಗಳು ಅಂತರ್ಜಾಲ ಸೇವೆಗಳನ್ನು ನೀಡುವ ಅನುಮತಿ ನೀಡಲಾಯಿತು.
knf_09696_01158354816	ಅಂತರಿಕ್ಷದ ಅದ್ಭುತಗಳು ,  ೨೦೦೫ರಲ್ಲಿ ಪ್ರಕಟವಾದ ಪುಸ್ತಕ.
